case_id,pdf_contains,page,phrase,target_char,target_occurrence_index,actual_reading,expected_reading,status,source,note,applicability_mode,source_pdf_sha256
CONF-3D-V40-W03,115國小健體3下課本,16,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W04,115國小健體3下課本,23,找一找,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「找」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W05,115國小健體3下課本,42,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W06,115國小健體3下課本,53,找一找家裡,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「找」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W07,115國小健體3下課本,53,找一找學校,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「找」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W08,115國小健體3下課本,58,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W09,115國小健體3下課本,60,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W10,115國小健體3下課本,62,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W11,115國小健體3下課本,62,避免過度包裝,過,,ㄍㄨㄛ,ㄍㄨㄛˋ,確認錯誤,使用者附檔色底人工判定（2026-08-15）,附檔白底：使用者確認課本注音確實錯誤；保留實際注音與獨立預期音，列入確認錯誤回歸。,hard_gate,
CONF-3D-V40-W12,115國小健體3下課本,64,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W13,115國小健體3下課本,67,"可回收的垃圾都能再利用,小朋友想一",一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W14,115國小健體3下課本,76,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W15,115國小健體3下課本,79,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W16,115國小健體3下課本,82,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W17,115國小健體3下課本,88,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W18,115國小健體3下課本,91,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W19,115國小健體3下課本,91,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W20,115國小健體3下課本,99,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W21,115國小健體3下課本,122,"一想,你如何展現自己的責任,以下有幾",一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W22,115國小健體3下課本,123,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W23,115國小健體3下課本,131,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W24,115國小健體3下課本,135,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W25,115國小健體3下課本,137,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W26,115國小健體3下課本,138,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W27,115國小健體3下課本,142,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W28,115國小健體3下課本,143,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W29,115國小健體3下課本,145,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W30,115國小健體3下課本,147,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W31,115國小健體3下課本,151,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W32,115國小健體3下課本,161,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-3D-V40-W33,115國小健體3下課本,163,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
NEG-3D-V40-G01,115國小健體3下課本,92,包括,括,,ㄍㄨㄚ,ㄍㄨㄚ,確認正確,使用者附檔色底人工判定（2026-08-15）,附檔綠底：使用者確認實際注音辨識正確、舊預期注音錯誤；v4.0 以教育部《國語辭典簡編本》為預期音標準。,hard_gate,
CONF-1U-V49-YI-01,03-115國小健體1上課本-L02(115f196889),43,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-02,04-115國小健體1上課本-L03(115f196890),49,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-03,04-115國小健體1上課本-L03(115f196890),51,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-04,04-115國小健體1上課本-L03(115f196890),56,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-05,05-115國小健體1上課本-L04(115f196891),62,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-06,05-115國小健體1上課本-L04(115f196891),65,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-07,06-115國小健體1上課本-L05(115f196892),75,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-08,06-115國小健體1上課本-L05(115f196892),77,比一比,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「比」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-09,06-115國小健體1上課本-L05(115f196892),78,試一試,一,,ㄧˊ,ㄧˊ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「試」為第4聲，故中間「一」應標ㄧˊ。實際ㄧˊ，符合規則。,hard_gate,
CONF-1U-V49-YI-10,06-115國小健體1上課本-L05(115f196892),79,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-11,06-115國小健體1上課本-L05(115f196892),80,試一試,一,,ㄧˊ,ㄧˊ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「試」為第4聲，故中間「一」應標ㄧˊ。實際ㄧˊ，符合規則。,hard_gate,
CONF-1U-V49-YI-12,06-115國小健體1上課本-L05(115f196892),84,動一動,一,,ㄧˊ,ㄧˊ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「動」為第4聲，故中間「一」應標ㄧˊ。實際ㄧˊ，符合規則。,hard_gate,
CONF-1U-V49-YI-13,06-115國小健體1上課本-L05(115f196892),87,試一試,一,,ㄧˊ,ㄧˊ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「試」為第4聲，故中間「一」應標ㄧˊ。實際ㄧˊ，符合規則。,hard_gate,
CONF-1U-V49-YI-14,06-115國小健體1上課本-L05(115f196892),88,轉一轉,一,,ㄧˊ,ㄧˋ,確認錯誤,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「轉」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˊ，列為教材錯誤。,hard_gate,
CONF-1U-V49-YI-15,06-115國小健體1上課本-L05(115f196892),88,轉一轉,一,,ㄧˊ,ㄧˋ,確認錯誤,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「轉」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˊ，列為教材錯誤。,hard_gate,
CONF-1U-V49-YI-16,06-115國小健體1上課本-L05(115f196892),89,搖一搖,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「搖」為第2聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-17,06-115國小健體1上課本-L05(115f196892),89,跳一跳,一,,ㄧˊ,ㄧˊ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「跳」為第4聲，故中間「一」應標ㄧˊ。實際ㄧˊ，符合規則。,hard_gate,
CONF-1U-V49-YI-18,06-115國小健體1上課本-L05(115f196892),93,猜一猜,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「猜」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-19,08-115國小健體1上課本-L07(115f196894),115,試一試,一,,ㄧˊ,ㄧˊ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「試」為第4聲，故中間「一」應標ㄧˊ。實際ㄧˊ，符合規則。,hard_gate,
CONF-1U-V49-YI-20,08-115國小健體1上課本-L07(115f196894),116,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-21,08-115國小健體1上課本-L07(115f196894),108,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
CONF-1U-V49-YI-22,08-115國小健體1上課本-L07(115f196894),110,說一說,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「說」為第1聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
NEG-1U-V49-ZHISHI-01,02-115國小健體1上課本-L01,8,小知識,識,,ㄕˋ,ㄕˋ,確認正確,使用者原頁確認（2026-08-16）,PDF 可見課文為「小知識」；舊 RAWDICT 行序誤組成「小識知」。v4.9 以同區塊同基線幾何順序重排。,hard_gate,
NEG-1U-V49-ZHISHI-02,06-115國小健體1上課本-L05,93,小知識,識,,ㄕˋ,ㄕˋ,確認正確,使用者原頁確認（2026-08-16）,PDF 可見課文為「小知識」；舊 RAWDICT 行序誤組成「小識知」。v4.9 以同區塊同基線幾何順序重排。,hard_gate,
NEG-1U-V49-TANGBI,06-115國小健體1上課本-L05,92,螳臂當車,當,,ㄉㄤˇ,ㄉㄤˇ,確認正確,教育部《國語辭典簡編本》＋專案覆核,完整詞「螳臂當車」之「當」讀ㄉㄤˇ；舊候選 ㄉㄤ 為字典例詞分組誤報。,hard_gate,
NEG-1U-V49-YIZUO,08-115國小健體1上課本-L07,115,一左,一,,ㄧˋ,ㄧˋ,確認正確,教育部「一」字變調規則＋專案覆核,「左」為上聲，前一讀ㄧˋ。,hard_gate,
NEG-1U-V49-YIYOU,08-115國小健體1上課本-L07,115,一右,一,,ㄧˊ,ㄧˊ,確認正確,教育部「一」字變調規則＋v4.9 更正,更正先前 GPT 誤判：「右」讀去聲ㄧㄡˋ，故前一應讀ㄧˊ，課本原標正確。,hard_gate,
CONF-1U-V49-YI-23,04-115國小健體1上課本-L03(115f196890),57,想一想,一,,ㄧˋ,ㄧˋ,確認正確,使用者確認「一」變調規則（2026-08-17）,A一A 依一般「一」變調規則判定；後字「想」為第3聲，故中間「一」應標ㄧˋ。實際ㄧˋ，符合規則。,hard_gate,
NEG-1U-V49-MOUXIE,04-115國小健體1上課本-L03(115f196890),51,某些,某,,ㄇㄡˇ,ㄇㄡˇ,確認正確,專案《一字多音-字典檔》＋原 PDF exact 解碼,「某些」之「某」讀ㄇㄡˇ；原 21 筆解碼漏失之一，v4.9 exact glyph 修正後應與詞境規則一致。,hard_gate,
NEG-1U-V49-SHEQUAN,06-115國小健體1上課本-L05(115f196892),91,蛇拳,蛇,,ㄕㄜˊ,ㄕㄜˊ,確認正確,專案《一字多音-字典檔》＋原 PDF exact 解碼,「蛇拳」之「蛇」用主讀ㄕㄜˊ；異讀ㄧˊ限特定詞。原解碼漏失已由 exact glyph 證據修正。,hard_gate,
NEG-1U-V49-QIUR,08-115國小健體1上課本-L07(115f196894),114,球兒,兒,,ㄦ,ㄦ,確認正確,專案《一字多音-字典檔》兒化韻標記＋原 PDF exact 解碼,「球兒」的兒為兒化韻尾，失去本調，不讀陽平；actual/expected 皆記ㄦ。,hard_gate,
