rule_id,priority,mode,target_char,phrase,expected_reading,excluded_phrases,source,source_url,note,pdf_contains,evidence_level
V15-LEX-026,135,exact,洗,免洗,ㄒㄧˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-027,135,exact,角,右下角,ㄐㄧㄠˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-028,135,exact,角,角度,ㄐㄧㄠˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-029,135,exact,角,對角,ㄐㄧㄠˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-030,135,exact,轉,轉變,ㄓㄨㄢˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-031,135,exact,轉,向後轉,ㄓㄨㄢˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-032,135,exact,轉,轉身,ㄓㄨㄢˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-033,135,exact,中,活動中,ㄓㄨㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-034,135,exact,中,擊中,ㄓㄨㄥˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-035,135,exact,倡,倡導,ㄔㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-036,135,exact,假,假日,ㄐㄧㄚˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-037,135,exact,六,單元六,ㄌㄧㄡˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-038,135,exact,共,共同,ㄍㄨㄥˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-039,135,exact,分,多一分,ㄈㄣ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-040,135,exact,勞,辛勞,ㄌㄠˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-041,135,exact,喝,喝溫開水,ㄏㄜ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-042,135,exact,喝,不喝,ㄏㄜ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-043,135,exact,底,足底,ㄉㄧˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-044,135,exact,底,海底,ㄉㄧˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-045,135,exact,掃,掃向,ㄙㄠˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-046,135,exact,掃,橫掃,ㄙㄠˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-047,135,exact,放,放學,ㄈㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-048,135,exact,樂,樂於,ㄌㄜˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-049,135,exact,樂,歡樂,ㄌㄜˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-050,135,exact,殷,殷殷,ㄧㄣ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-051,135,exact,沒,沒煩惱,ㄇㄟˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-052,135,exact,沒,沒見面,ㄇㄟˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-053,135,exact,滑,防滑,ㄏㄨㄚˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-054,135,exact,空,空氣,ㄎㄨㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-055,135,exact,空,空隙,ㄎㄨㄥˋ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=79086&la=0&powerMode=0,完整詞條「空隙」讀ㄎㄨㄥˋ ㄒㄧˋ；修正舊規則。,,
V15-LEX-056,135,exact,處,處所,ㄔㄨˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-057,135,exact,處,接頭處,ㄔㄨˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-058,135,exact,號,字號,ㄏㄠˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-059,135,exact,號,代號,ㄏㄠˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-060,135,exact,親,親愛,ㄑㄧㄣ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-061,135,exact,那,那裡,ㄋㄚˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-062,135,exact,那,那浮潛,ㄋㄚˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-063,135,exact,降,降低,ㄐㄧㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-064,135,exact,頭,箭頭,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-065,135,exact,頭,罐頭,ㄊㄡˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-066,135,exact,信,信賴,ㄒㄧㄣˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-067,135,exact,倒,滑倒,ㄉㄠˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-068,135,exact,兒,嬰兒,ㄦˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-069,135,exact,創,創造,ㄔㄨㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-070,135,exact,勝,勝不驕,ㄕㄥˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-071,135,exact,勾,勾選,ㄍㄡ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-072,135,exact,北,新北,ㄅㄟˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-073,135,exact,告,告知,ㄍㄠˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-074,135,exact,咬,咬傷,ㄧㄠˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-075,135,exact,均,均衡,ㄐㄩㄣ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-076,135,exact,媽,爸媽,ㄇㄚ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-077,135,exact,家,大家,ㄐㄧㄚ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-078,135,exact,彈,彈琴,ㄊㄢˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-079,135,exact,徵,特徵,ㄓㄥ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-080,135,exact,思,思考,ㄙ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-081,135,exact,擔,負擔,ㄉㄢ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-082,135,exact,擰,被擰,ㄋㄧㄥˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-083,135,exact,曲,三部曲,ㄑㄩˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-084,135,exact,曾,曾利用,ㄘㄥˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-085,135,exact,橫,橫掃,ㄏㄥˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-086,135,exact,混,混在,ㄏㄨㄣˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-087,135,exact,瓦,瓦斯,ㄨㄚˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-088,135,exact,相,相簿,ㄒㄧㄤˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-089,135,exact,票,發票,ㄆㄧㄠˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-090,135,exact,種,幾種,ㄓㄨㄥˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-091,135,exact,署,管理署,ㄕㄨˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-092,135,exact,落,掉落,ㄌㄨㄛˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-093,135,exact,虎,虎口,ㄏㄨˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-094,90,derived,調,調整,ㄊㄧㄠˊ,,一字多音-字典檔_marked.xlsx,,盲測發現「調整」未直接列於來源例詞；保留ㄊㄧㄠˊ為延伸詞境候選，但降為 derived_lexical，不得作強證據升格。,,derived_lexical
V15-LEX-095,135,exact,識,意識,ㄕˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-096,135,exact,讀,閱讀,ㄉㄨˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-097,135,exact,車,自行車,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-098,135,exact,載,載具,ㄗㄞˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-099,135,exact,都,都會帶,ㄉㄡ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-100,135,exact,長,長輩,ㄓㄤˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-101,135,exact,頓,一頓,ㄉㄨㄣˋ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-102,135,exact,養,培養,ㄧㄤˇ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-LEX-103,135,exact,騎,騎自行車,ㄑㄧˊ,,一字多音-字典檔_marked.xlsx,,依專案字典讀音分組與完整詞境建立；不以 PDF 實際注音反推。,,
V15-MOE-HE-SENT-END,175,exact,呵,呵!,ㄛ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=39366&la=0&powerMode=0,句尾／語氣停頓處的助詞「呵」讀ㄛ。,,
V15-MOE-HE-SENT-END-FW,175,exact,呵,呵！,ㄛ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=39366&la=0&powerMode=0,句尾／語氣停頓處的助詞「呵」讀ㄛ。,,
V15-MOE-HE-SENT-END-DOT,175,exact,呵,呵。,ㄛ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=39366&la=0&powerMode=0,句尾／語氣停頓處的助詞「呵」讀ㄛ。,,
V15-MOE-CHUANZHUO,175,exact,著,穿著,ㄓㄨㄛˊ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=32797&la=0&powerMode=0,完整詞條「穿著」讀ㄔㄨㄢ ㄓㄨㄛˊ。,,
V15-MOE-BINAN,175,exact,難,避難,ㄋㄢˋ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/searchR.jsp?ID=-1&ID=162&ID=7&la=0&powerMode=0&word=%E9%81%BF,完整詞條「避難」讀ㄅㄧˋ ㄋㄢˋ。,,
V15-MOE-ZHENGONGFU,175,exact,夫,真功夫,˙ㄈㄨ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=17621&la=0&powerMode=0,此處「真功夫」為本領、造詣義；該義「功夫」讀ㄍㄨㄥ ˙ㄈㄨ。,,
V151-YI-DIYI,195,exact,一,第一,ㄧ,,專案規則／序數「第一」,,序數「第一」中的一讀本調ㄧ；優先於較短的一棒規則。,,
V151-YI-YIFEN,175,exact,一,一份,ㄧˊ,,專案一字多音規則：一的變調,,「份」為四聲，前一變調讀ㄧˊ。,,
V151-LIU-DILIU,170,exact,六,第六,ㄌㄧㄡˋ,,專案字典／完整詞境,,版面特殊時可由座標序列回退辨識「第六」。,,
V151-JIAN-ZHUJIAN,170,exact,漸,逐漸,ㄐㄧㄢˋ,,專案字典／完整詞境,,完整詞語「逐漸」。,,
V151-XING-JINXING,170,exact,行,進行,ㄒㄧㄥˊ,,專案字典／完整詞境,,完整詞語「進行」。,,
V16-USER-ZUIBA-BA,180,exact,巴,嘴巴,˙ㄅㄚ,,使用者原頁人工確認（2026-08-14）,,使用者確認課本 P156「嘴巴」之「巴」應讀輕聲 ˙ㄅㄚ；PDF 實際標 ㄅㄚ，作為確認錯誤回歸。,,
V18-SKIP-XIAOYU,220,skip,雨,小雨,,,校對範圍規則,,「小雨」為人物專名；沒有獨立姓名讀音來源時只保留 PDF 實際注音，不自動判定應讀音。,,
V18-SKIP-MANMAN,220,skip,蔓,蔓蔓,,,校對範圍規則,,「蔓蔓」為人物專名；姓名讀音不能由一般字典義項推定，故不自動判錯。,,
V18-LEX-001,180,exact,和,和樂,ㄏㄜˊ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=79253&la=0&powerMode=0,完整詞條「和樂」讀ㄏㄜˊ ㄌㄜˋ。,,
V18-LEX-002,180,exact,樂,和樂,ㄌㄜˋ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=79253&la=0&powerMode=0,完整詞條「和樂」讀ㄏㄜˊ ㄌㄜˋ。,,
V18-LEX-003,180,exact,啊,早啊!,˙ㄚ,,一字多音-字典檔_marked.xlsx,,句尾助詞「啊」讀輕聲。,,
V18-LEX-004,180,exact,啊,早啊！,˙ㄚ,,一字多音-字典檔_marked.xlsx,,句尾助詞「啊」讀輕聲。,,
V18-LEX-005,180,exact,啊,啊!,ㄚ；˙ㄚ,,一字多音-字典檔_marked.xlsx,,專案字典「啊」列ㄚ與輕聲˙ㄚ；句尾助詞兩者均接受。,,
V18-LEX-006,180,exact,啊,啊！,ㄚ,,一字多音-字典檔_marked.xlsx,,獨立感嘆詞「啊！」讀ㄚ；較長的句尾助詞規則優先。,,
V18-LEX-007,180,exact,紅,紅燈,ㄏㄨㄥˊ,,一字多音-字典檔_marked.xlsx,,「紅」一般顏色義讀ㄏㄨㄥˊ。,,
V18-LEX-008,180,exact,紅,紅綠燈,ㄏㄨㄥˊ,,一字多音-字典檔_marked.xlsx,,「紅」一般顏色義讀ㄏㄨㄥˊ。,,
V18-LEX-009,180,exact,呵,不呵能,ㄛ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=39366&la=0&powerMode=0,該 PDF 文字層在對話框內重排為「不呵能」，原頁語句為句尾助詞「呵！」；此規則只作版面擷取救援。,,
V18-LEX-010,180,exact,忘,忘了,ㄨㄤˋ,,一字多音-字典檔_marked.xlsx,,現代一般語「忘」讀ㄨㄤˋ。,,
V18-LEX-011,180,exact,鉛,鉛筆,ㄑㄧㄢ,,一字多音-字典檔_marked.xlsx,,字典明列「鉛筆」。,,
V18-LEX-012,180,exact,識,認識,ㄕˋ,,一字多音-字典檔_marked.xlsx,,「認識」之識為一般認知義，讀ㄕˋ。,,
V18-LEX-013,180,exact,衝,衝入,ㄔㄨㄥ,,一字多音-字典檔_marked.xlsx,,「衝入」為向前突進義，讀ㄔㄨㄥ。,,
V18-LEX-014,180,exact,車,停車場,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-015,180,exact,車,公車,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-016,180,exact,車,下車,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-017,180,exact,車,等車,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-018,180,exact,車,機車,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-019,180,exact,車,車上,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-020,180,exact,車,汽車,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-021,180,exact,車,車門,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-022,180,exact,車,無人車,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-023,180,exact,車,車子,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ。,,
V18-LEX-024,180,exact,行,行人,ㄒㄧㄥˊ,,一字多音-字典檔_marked.xlsx,,步行／行走義讀ㄒㄧㄥˊ。,,
V18-LEX-025,180,exact,聽,聽從,ㄊㄧㄥ,,一字多音-字典檔_marked.xlsx,,一般聽聞義讀ㄊㄧㄥ。,,
V18-LEX-026,180,exact,聽,聽聽,ㄊㄧㄥ,,一字多音-字典檔_marked.xlsx,,一般聽聞義讀ㄊㄧㄥ。,,
V18-LEX-027,180,exact,號,號誌,ㄏㄠˋ,,一字多音-字典檔_marked.xlsx,,「號誌」為標誌／記號義，讀ㄏㄠˋ。,,
V18-LEX-028,180,exact,亮,綠燈亮,ㄌㄧㄤˋ,,一字多音-字典檔_marked.xlsx,,明亮／亮起義讀ㄌㄧㄤˋ。,,
V18-LEX-029,180,exact,滑,滑落,ㄏㄨㄚˊ,,一字多音-字典檔_marked.xlsx,,一般滑動義讀ㄏㄨㄚˊ。,,
V18-LEX-030,180,exact,落,滑落,ㄌㄨㄛˋ,,一字多音-字典檔_marked.xlsx,,下降／掉落義讀ㄌㄨㄛˋ。,,
V18-LEX-031,180,exact,倒,摔倒,ㄉㄠˇ,,一字多音-字典檔_marked.xlsx,,倒下義讀ㄉㄠˇ。,,
V18-LEX-032,180,exact,沒,沒扣,ㄇㄟˊ,,一字多音-字典檔_marked.xlsx,,否定「沒有」義讀ㄇㄟˊ。,,
V18-LEX-033,180,exact,沒,沒繫,ㄇㄟˊ,,一字多音-字典檔_marked.xlsx,,否定「沒有」義讀ㄇㄟˊ。,,
V18-LEX-034,180,exact,繫,繫妥,ㄐㄧˋ,,一字多音-字典檔_marked.xlsx,,綁繫義，同「繫鞋帶」讀ㄐㄧˋ。,,
V18-LEX-035,180,exact,繫,繫好,ㄐㄧˋ,,一字多音-字典檔_marked.xlsx,,綁繫義，同「繫鞋帶」讀ㄐㄧˋ。,,
V18-LEX-036,180,exact,分,分心,ㄈㄣ,,一字多音-字典檔_marked.xlsx,,分開／分散義讀ㄈㄣ。,,
V18-LEX-037,180,exact,分,分組,ㄈㄣ,,一字多音-字典檔_marked.xlsx,,分開／分組義讀ㄈㄣ。,,
V18-LEX-038,180,exact,分,公分,ㄈㄣ,,一字多音-字典檔_marked.xlsx,,度量單位「公分」讀ㄈㄣ。,,
V18-LEX-039,180,exact,一,萬一,ㄧ,,一字多音-字典檔_marked.xlsx,,固定詞「萬一」中「一」採本調ㄧ。,,
V18-LEX-040,180,exact,一,一人,ㄧˋ,,一字多音-字典檔_marked.xlsx,,「一」在二聲「人」前依專案變調規則讀ㄧˋ。,,
V18-LEX-041,180,exact,那,那一側,ㄋㄚˋ,,一字多音-字典檔_marked.xlsx,,指示代詞「那」讀ㄋㄚˋ。,,
V18-LEX-042,180,exact,著,試著,˙ㄓㄜ,,一字多音-字典檔_marked.xlsx,,動作持續／語法助詞「著」讀輕聲。,,
V18-LEX-043,180,exact,著,跟著,˙ㄓㄜ,,一字多音-字典檔_marked.xlsx,,動作持續／語法助詞「著」讀輕聲。,,
V18-LEX-044,180,exact,子,車子,˙ㄗ,,一字多音-字典檔_marked.xlsx,,詞尾「子」讀輕聲。,,
V18-LEX-045,180,exact,頸,頸部,ㄐㄧㄥˇ,,一字多音-字典檔_marked.xlsx,,一般「頸」讀ㄐㄧㄥˇ。,,
V18-LEX-046,180,exact,得,認得,˙ㄉㄜ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=136147&la=0&powerMode=0,完整詞條「認得」讀ㄖㄣˋ ˙ㄉㄜ。,,
V18-LEX-047,180,exact,載,載你,ㄗㄞˋ,,一字多音-字典檔_marked.xlsx,,承載／載客義讀ㄗㄞˋ。,,
V18-LEX-048,180,exact,覺,警覺,ㄐㄩㄝˊ,,一字多音-字典檔_marked.xlsx,,知覺／覺察義讀ㄐㄩㄝˊ。,,
V18-LEX-049,180,exact,當,當同學,ㄉㄤ,,一字多音-字典檔_marked.xlsx,,表示「在…時／當…」讀ㄉㄤ。,,
V18-LEX-050,180,exact,當,當然,ㄉㄤ,,一字多音-字典檔_marked.xlsx,,固定詞「當然」讀ㄉㄤ。,,
V18-LEX-051,180,exact,曾,曾經,ㄘㄥˊ,,一字多音-字典檔_marked.xlsx,,字典明列「曾經」。,,
V18-LEX-052,180,exact,女,女生,ㄋㄩˇ,,一字多音-字典檔_marked.xlsx,,一般女性義讀ㄋㄩˇ。,,
V18-LEX-053,180,exact,暖,暖身操,ㄋㄨㄢˇ,,一字多音-字典檔_marked.xlsx,,一般「暖」讀ㄋㄨㄢˇ。,,
V18-LEX-054,180,exact,樂,遊樂園,ㄌㄜˋ,,一字多音-字典檔_marked.xlsx,,娛樂／快樂義讀ㄌㄜˋ。,,
V18-LEX-055,180,exact,樂,樂趣,ㄌㄜˋ,,一字多音-字典檔_marked.xlsx,,樂趣之樂讀ㄌㄜˋ。,,
V18-LEX-056,180,exact,吧,奔跑吧,˙ㄅㄚ,,一字多音-字典檔_marked.xlsx,,句尾助詞「吧」讀輕聲。,,
V18-MOE-KONGGE,190,exact,空,空格,ㄎㄨㄥˋ,,教育部《重編國語辭典修訂本》,https://dict.revised.moe.edu.tw/dictView.jsp?ID=79082&la=0&powerMode=0,教育部「空格兒」列音ㄎㄨㄥˋ ㄍㄜˊㄦ；本頁「空格中」為空白格子義，先列為高信心預期音，若與 PDF 不同仍只產生差異候選。,,
V18-LEX-CHELIANG,180,exact,車,車輛,ㄔㄜ,,一字多音-字典檔_marked.xlsx,,車輛義讀ㄔㄜ；補足「看看車輛」詞境。,,
V19-MOE-XIAOYING,200,exact,應,效應,ㄧㄥˋ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=27106&la=0&powerMode=0,完整詞條「效應」讀ㄒㄧㄠˋ ㄧㄥˋ；覆蓋一般「應該」預設規則。,,
V19-MOE-DIAOSHI,200,exact,調,調適,ㄊㄧㄠˊ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=11013&la=0&powerMode=0,完整詞條「調適」讀ㄊㄧㄠˊ ㄕˋ。,,
V19-LEX-ZHISHI,190,exact,識,知識,ㄕˋ,,一字多音-字典檔_marked.xlsx,,「知識」之識屬見識、常識義；可由跨行/座標 fallback 命中完整詞。,,
V19-LEX-ZHUI,190,exact,追,追追追,ㄓㄨㄟ,,一字多音-字典檔_marked.xlsx,,動詞「追」讀ㄓㄨㄟ；完整標題詞境。,,
V19-LEX-JIURENZU,190,exact,九,九人組,ㄐㄧㄡˇ,,一字多音-字典檔_marked.xlsx,,數字九的一般讀音。,,
V19-LEX-DE-YUAN,190,exact,得,擲得遠,˙ㄉㄜ,,一字多音-字典檔_marked.xlsx,,結構助詞「得」；專案字典例示「跑得高、跳得遠」。,,
V19-MOE-XUANZHUAN,200,exact,旋,旋轉,ㄒㄩㄢˊ,,教育部《國語辭典簡編本》,https://dict.concised.moe.edu.tw/dictView.jsp?ID=28613&la=0&powerMode=0,完整詞條「旋轉」讀ㄒㄩㄢˊ ㄓㄨㄢˇ。,,
